バス停名,緯度,経度,バス停ID
山領(2),33.22819,130.34134,山領(2)
野町(2),33.22703,130.34399,野町(2)
小杭(2),33.22479,130.34917,小杭(2)
諸富支所前(2),33.22287,130.3533,諸富支所前(2)
諸富橋(2),33.22293,130.36049,諸富橋(2)
昇開橋前(2),33.21791,130.36084,昇開橋前(2)
石塚(2),33.21554,130.35638,石塚(2)
浮盃(2),33.21407,130.35289,浮盃(2)
寺井橋(2),33.21359,130.347,寺井橋(2)
上下角,33.212837,130.34223,上下角
佐野・三重津歴史館入口(2),33.21267,130.33768,佐野・三重津歴史館入口(2)
上早(2),33.21119,130.33548,上早(2)
中川副小学校前(2),33.20882,130.3354,中川副小学校前(2)
中早,33.20673,130.33524,中早
中川副小学校前(1),33.20877,130.33531,中川副小学校前(1)
上早(1),33.21098,130.33537,上早(1)
佐野・三重津歴史館入口(1),33.2128,130.33769,佐野・三重津歴史館入口(1)
上下角,33.212929,130.342592,上下角
寺井橋(1),33.21371,130.34642,寺井橋(1)
浮盃(1),33.21412,130.35271,浮盃(1)
石塚(1),33.21553,130.35622,石塚(1)
昇開橋前(1),33.2184,130.36099,昇開橋前(1)
諸富橋(1),33.22254,130.36145,諸富橋(1)
諸富支所前(1),33.22268,130.35353,諸富支所前(1)
小杭(1),33.22456,130.34917,小杭(1)
野町(1),33.226517,130.344875,野町(1)
山領(1),33.2282,130.34114,山領(1)
山領北(1),33.23013,130.33691,山領北(1)
光法(1),33.232664,130.33116,光法(1)
光法西(1),33.23423,130.32762,光法西(1)
千々岩(1),33.2355,130.32481,千々岩(1)
東高校前(1),33.23755,130.32016,東高校前(1)
南佐賀(1),33.23907,130.31671,南佐賀(1)
自動車学校前(1),33.24046,130.31364,自動車学校前(1)
大崎(2),33.24173,130.31017,大崎(2)
横小路(2),33.24328,130.308509,横小路(2)
竜校前(1),33.24611,130.30795,竜校前(1)
大隈重信記念館入口(2),33.248487,130.306658,大隈重信記念館入口(2)
片田江(5)[片田江西],33.251284,130.305234,片田江(5)[片田江西]
呉服元町(2),33.25357,130.30567,呉服元町(2)
片田江(1)[片田江北],33.251869,130.306039,片田江(1)[片田江北]
佐賀大学前(2),33.24403,130.29375,佐賀大学前(2)
佐賀大学東(2),33.24168,130.29431,佐賀大学東(2)
なゆたの森病院前(2),33.23708,130.29425,なゆたの森病院前(2)
本庄小学校前(2),33.23542,130.29381,本庄小学校前(2)
本庄公民館前(2),33.23333,130.29384,本庄公民館前(2)
鹿の子団地(2),33.23013,130.29398,鹿の子団地(2)
鹿の子(2),33.22601,130.29424,鹿の子(2)
鹿の子宮前(2),33.22184,130.29453,鹿の子宮前(2)
上古賀(2),33.2174,130.29291,上古賀(2)
下古賀(2),33.21346,130.29138,下古賀(2)
田中(2),33.211255,130.288168,田中(2)
東与賀支所前(2),33.20824,130.28726,東与賀支所前(2)
東与賀郵便局前(2),33.2042,130.28619,東与賀郵便局前(2)
作出(2),33.20152,130.28584,作出(2)
住吉(2),33.20119,130.27957,住吉(2)
大野東(2),33.20237,130.27573,大野東(2)
大野中(2),33.20281,130.27315,大野中(2)
大野,33.20308,130.27011,大野
大野中(1),33.20282,130.27364,大野中(1)
大野東(1),33.20226,130.27628,大野東(1)
住吉(1),33.20123,130.2795,住吉(1)
作出(1),33.20178,130.28583,作出(1)
東与賀郵便局前(1),33.20435,130.28616,東与賀郵便局前(1)
東与賀支所前(1),33.20803,130.28725,東与賀支所前(1)
田中(1),33.211582,130.288173,田中(1)
下古賀(1),33.21416,130.29161,下古賀(1)
上古賀(1),33.21756,130.29295,上古賀(1)
鹿の子宮前(1),33.22204,130.29453,鹿の子宮前(1)
鹿の子(1),33.22646,130.29414,鹿の子(1)
鹿の子団地(1),33.22944,130.29401,鹿の子団地(1)
本庄公民館前(1),33.23225,130.29376,本庄公民館前(1)
本庄小学校前(1),33.23552,130.29362,本庄小学校前(1)
なゆたの森病院前(1),33.23751,130.29411,なゆたの森病院前(1)
佐賀大学東(1),33.24156,130.29396,佐賀大学東(1)
呉服元町(1),33.254591,130.305372,呉服元町(1)
大崎(3),33.24135,130.30984,大崎(3)
袋住宅前(2),33.23883,130.31024,袋住宅前(2)
八田橋(2),33.23708,130.31035,八田橋(2)
八田宮前(2),33.23366,130.31172,八田宮前(2)
三角茶屋(2),33.2305,130.31232,三角茶屋(2)
南里(2),33.22661,130.31334,南里(2)
農業大学校前(2),33.22302,130.31348,農業大学校前(2)
南里南(2),33.22025,130.31345,南里南(2)
坂井(2),33.21429,130.31332,坂井(2)
西古賀(2),33.21078,130.31332,西古賀(2)
西川副小学校前(2),33.2074,130.31363,西川副小学校前(2)
鋤崎(2),33.2024,130.31416,鋤崎(2)
中津(2),33.1898,130.33124,中津(2)
上の小路(2),33.18279,130.34258,上の小路(2)
上の小路(1),33.18272,130.34238,上の小路(1)
中津(1),33.18962,130.33096,中津(1)
鋤崎(1),33.20293,130.31403,鋤崎(1)
西川副小学校前(1),33.20747,130.31349,西川副小学校前(1)
西古賀(1),33.2109,130.31322,西古賀(1)
坂井(1),33.21497,130.31325,坂井(1)
南里南(1),33.22022,130.31332,南里南(1)
農業大学校前(1),33.22356,130.31334,農業大学校前(1)
南里(1),33.22548,130.31334,南里(1)
三角茶屋(1),33.23002,130.31219,三角茶屋(1)
八田宮前(1),33.23359,130.31168,八田宮前(1)
八田橋(1),33.23717,130.31021,八田橋(1)
袋住宅前(1),33.23871,130.3101,袋住宅前(1)
大崎(4),33.24031,130.3098,大崎(4)
西九大神園前(2),33.27185,130.28648,西九大神園前(2)
若楠小学校前(2),33.27591,130.28592,若楠小学校前(2)
運輸支局西(2),33.27896,130.28476,運輸支局西(2)
北陵高校前(2),33.28135,130.28403,北陵高校前(2)
市営高木団地(2),33.28335,130.28377,市営高木団地(2)
高木瀬西四丁目(2),33.28527,130.28433,高木瀬西四丁目(2)
高木瀬西五丁目(2),33.28577,130.28735,高木瀬西五丁目(2)
高木瀬公民館前(3),33.28669,130.28943,高木瀬公民館前(3)
高木瀬工場団地(2),33.28812,130.28841,高木瀬工場団地(2)
アルタ高木瀬店前(4),33.29217,130.28552,アルタ高木瀬店前(4)
アルタ高木瀬店前(3),33.29207,130.28584,アルタ高木瀬店前(3)
高木瀬工場団地(1),33.28853,130.2883,高木瀬工場団地(1)
高木瀬公民館(2),33.285929,130.28889,高木瀬公民館(2)
高木瀬西五丁目(1),33.28566,130.28714,高木瀬西五丁目(1)
高木瀬西四丁目(1),33.28524,130.28456,高木瀬西四丁目(1)
市営高木団地(1),33.283418,130.283884,市営高木団地(1)
北陵高校前(1),33.28119,130.28415,北陵高校前(1)
運輸支局西(1),33.27897,130.28485,運輸支局西(1)
若楠小学校前(1),33.2752,130.28618,若楠小学校前(1)
西九大神園前(1),33.27205,130.28662,西九大神園前(1)
矢ヶ部医院前(2),33.2478,130.32346,矢ヶ部医院前(2)
江上町(2),33.24789,130.32646,江上町(2)
江上町東,33.24777,130.32986,江上町東
増田口,33.2471,130.33307,増田口
犬尾,33.24683,130.33946,犬尾
東西(2),33.24828,130.34175,東西(2)
東の巨勢(2),33.24763,130.34868,東の巨勢(2)
蓮池魚町(1),33.24647,130.35368,蓮池魚町(1)
蓮池公園前(2),33.24649,130.35605,蓮池公園前(2)
蓮池郵便局前,33.24947,130.35658,蓮池郵便局前
中地橋,33.25014,130.36079,中地橋
芙蓉校前,33.25008,130.36304,芙蓉校前
小松(2),33.2487,130.36494,小松(2)
堂地(2),33.24766,130.36838,堂地(2)
蒲田津橋,33.24497,130.36946,蒲田津橋
渡端(2),33.24215,130.36942,渡端(2)
大堂,33.23857,130.36913,大堂
渡端(1),33.24156,130.36958,渡端(1)
堂地(1),33.24735,130.36864,堂地(1)
小松(1),33.2486,130.36508,小松(1)
蓮池公園前(1),33.24643,130.35608,蓮池公園前(1)
蓮池魚町(2),33.24643,130.35374,蓮池魚町(2)
東の巨勢(1),33.24753,130.34859,東の巨勢(1)
東西(1),33.24817,130.3418,東西(1)
江上町(1),33.2478,130.32683,江上町(1)
矢ヶ部医院前(1),33.24767,130.32336,矢ヶ部医院前(1)
ちやの木(1),33.24376,130.28418,ちやの木(1)
本庄宮前(2),33.24215,130.28107,本庄宮前(2)
平松(2),33.23848,130.27859,平松(2)
中村(2),33.2343,130.27583,中村(2)
今津上町(2),33.23129,130.27348,今津上町(2)
今津下町(2),33.22997,130.27238,今津下町(2)
ブルースタジアム前(2),33.22677,130.26981,ブルースタジアム前(2)
高太郎橋(2),33.22281,130.26779,高太郎橋(2)
丸目(2),33.21874,130.26453,丸目(2)
本庄江橋(4),33.21919,130.25688,本庄江橋(4)
本庄江橋(3),33.21929,130.25804,本庄江橋(3)
丸目(1),33.21886,130.26448,丸目(1)
高太郎橋(1),33.22279,130.26773,高太郎橋(1)
ブルースタジアム前(1),33.227,130.26985,ブルースタジアム前(1)
今津下町(1),33.23011,130.2724,今津下町(1)
今津上町(1),33.23246,130.27426,今津上町(1)
中村(1),33.2357,130.2767,中村(1)
平松(1),33.23923,130.27895,平松(1)
本庄宮前(1),33.24212,130.28094,本庄宮前(1)
ちやの木(2),33.24376,130.28412,ちやの木(2)
水ヶ江(2),33.2471,130.30908,水ヶ江(2)
朝日町(1),33.24748,130.31224,朝日町(1)
安住団地入口(2),33.24523,130.31444,安住団地入口(2)
武藤(2),33.24207,130.3161,武藤(2)
中原眼科前(2),33.24112,130.32079,中原眼科前(2)
北川副小西(2),33.24029,130.32257,北川副小西(2)
北川副公民館前(2),33.2391,130.32469,北川副公民館前(2)
江上(2),33.23926,130.3277,江上(2)
増田宿(2),33.2388,130.33157,増田宿(2)
光法団地前(2),33.23587,130.33182,光法団地前(2)
光法北(2),33.23342,130.33192,光法北(2)
諸富橋北(2),33.22437,130.36456,諸富橋北(2)
味の素東門(2),33.22566,130.36603,味の素東門(2)
徳富大橋(2),33.22955,130.37042,徳富大橋(2)
徳富(2),33.23484,130.37085,徳富(2)
徳富(1),33.23503,130.3708,徳富(1)
徳富大橋(1),33.22923,130.3703,徳富大橋(1)
味の素東門(1),33.22527,130.3656,味の素東門(1)
諸富橋北(1),33.22313,130.36362,諸富橋北(1)
光法北(1),33.23372,130.33179,光法北(1)
光法団地前(1),33.23596,130.33171,光法団地前(1)
増田宿(1),33.23855,130.33151,増田宿(1)
江上(1),33.23919,130.32738,江上(1)
北川副公民館前(1),33.23889,130.32327,北川副公民館前(1)
北川副小西(1),33.23995,130.32237,北川副小西(1)
中原眼科前(1),33.24092,130.3206,中原眼科前(1)
武藤(1),33.24208,130.31606,武藤(1)
安住団地入口(1),33.24539,130.31435,安住団地入口(1)
朝日町(2),33.24732,130.3119,朝日町(2)
水ヶ江(1),33.247,130.30925,水ヶ江(1)
諸富新村(2),33.2239,130.35854,諸富新村(2)
下大津(2),33.22629,130.35851,下大津(2)
大津(2),33.22805,130.35845,大津(2)
上大津公民館前(2),33.23008,130.35918,上大津公民館前(2)
徳富自治会館(2),33.22996,130.36736,徳富自治会館(2)
徳富自治会館(1),33.22984,130.36737,徳富自治会館(1)
上大津公民館前(1),33.22999,130.35911,上大津公民館前(1)
大津(1),33.22814,130.35855,大津(1)
下大津(1),33.22619,130.35862,下大津(1)
諸富新村(1),33.22391,130.35865,諸富新村(1)
東神野(2),33.2658,130.29347,東神野(2)
三溝(2),33.26921,130.29375,三溝(2)
商業高校前(2),33.27101,130.29388,商業高校前(2)
ＳＡＧＡサンライズパーク（市文化会館前）(2),33.27649,130.29311,ＳＡＧＡサンライズパーク（市文化会館前）(2)
ＳＡＧＡサンライズパーク北(2),33.2789,130.2925,ＳＡＧＡサンライズパーク北(2)
館橋(2),33.28109,130.29205,館橋(2)
高木瀬小学校前(2),33.28419,130.2912,高木瀬小学校前(2)
三本松(2),33.29486,130.2867,三本松(2)
川原(2),33.29863,130.28543,川原(2)
福田(2),33.30158,130.28442,福田(2)
グリコ佐賀工場前(2),33.304326,130.283391,グリコ佐賀工場前(2)
尼寺(2),33.30856,130.28197,尼寺(2)
尼寺東(2),33.311,130.28474,尼寺東(2)
真島(1),33.31116,130.2879,真島(1)
福島(2),33.31093,130.2925,福島(2)
西千布(2),33.31054,130.2973,西千布(2)
千布(2),33.31033,130.29997,千布(2)
金立団地前(2),33.3122,130.30092,金立団地前(2)
整肢学園前(2),33.315499,130.301028,整肢学園前(2)
金立(2),33.31881,130.30103,金立(2)
正現社前(2),33.32054,130.30232,正現社前(2)
来迎寺(2),33.32154,130.30588,来迎寺(2)
若宮原(2),33.32251,130.31284,若宮原(2)
自動車試験場前(2),33.3237,130.31604,自動車試験場前(2)
運転免許センター,33.32443,130.31787,運転免許センター
自動車試験場前(1),33.3236,130.31622,自動車試験場前(1)
若宮原(1),33.32254,130.31331,若宮原(1)
来迎寺(1),33.32151,130.30641,来迎寺(1)
正現社前(1),33.320411,130.302356,正現社前(1)
金立(1),33.31923,130.30133,金立(1)
整肢学園前(1),33.314824,130.301161,整肢学園前(1)
金立団地前(1),33.31202,130.30103,金立団地前(1)
千布(1),33.3102,130.30026,千布(1)
西千布(1),33.31045,130.29726,西千布(1)
福島(1),33.31089,130.29245,福島(1)
尼寺東(1),33.31089,130.28452,尼寺東(1)
尼寺(1),33.30854,130.2821,尼寺(1)
グリコ佐賀工場前(1),33.304763,130.283353,グリコ佐賀工場前(1)
福田(1),33.30198,130.28438,福田(1)
川原(1),33.29902,130.28534,川原(1)
三本松(1),33.29468,130.28687,三本松(1)
高木瀬公民館前(1),33.2865,130.2897,高木瀬公民館前(1)
高木瀬小学校前(1),33.28436,130.29123,高木瀬小学校前(1)
館橋(1),33.28097,130.29225,館橋(1)
ＳＡＧＡサンライズパーク北(1),33.27824,130.29289,ＳＡＧＡサンライズパーク北(1)
ＳＡＧＡサンライズパーク（市文化会館前）(1),33.276784,130.293244,ＳＡＧＡサンライズパーク（市文化会館前）(1)
商業高校前(1),33.27176,130.2941,商業高校前(1)
三溝(1),33.26902,130.29391,三溝(1)
東神野(1),33.26747,130.29382,東神野(1)
堀江通(1),33.26472,130.29364,堀江通(1)
開拓入口,33.32502,130.30476,開拓入口
弘学館前(2),33.32813,130.30524,弘学館前(2)
金立いこいの広場(2),33.32832,130.30893,金立いこいの広場(2)
島崎(2),33.32487,130.30865,島崎(2)
島崎(1),33.32523,130.30855,島崎(1)
金立いこいの広場(1),33.32822,130.30862,金立いこいの広場(1)
弘学館前(1),33.328,130.30528,弘学館前(1)
尼寺東(3),33.309635,130.283862,尼寺東(3)
真島(2),33.31087,130.28856,真島(2)
新栄団地(2),33.2596,130.27713,新栄団地(2)
八戸溝一丁目(2),33.2612,130.27522,八戸溝一丁目(2)
八戸溝二丁目(2),33.26172,130.27408,八戸溝二丁目(2)
西佐賀団地(2),33.26128,130.27026,西佐賀団地(2)
鍋島駅北(2),33.26051,130.26585,鍋島駅北(2)
鍋島駅北(1),33.2606,130.26619,鍋島駅北(1)
西佐賀団地(1),33.26141,130.27049,西佐賀団地(1)
八戸溝二丁目(1),33.26178,130.27405,八戸溝二丁目(1)
八戸溝一丁目(1),33.26164,130.27522,八戸溝一丁目(1)
新栄団地(1),33.25946,130.27722,新栄団地(1)
加布里,33.546221,130.160907,加布里
加布里東口(1),33.546704,130.164345,加布里東口(1)
犬石(1),33.546597,130.170503,犬石(1)
赤坂(1),33.547157,130.175748,赤坂(1)
神在(1),33.547998,130.181887,神在(1)
荻の浦(1),33.552689,130.188861,荻の浦(1)
筒井町(1),33.557375,130.193095,筒井町(1)
前原(1),33.55944,130.199226,前原(1)
上町（前原）,33.558281,130.204558,上町（前原）
篠原公園(2),33.553925,130.2048,篠原公園(2)
南風台東(2),33.54999,130.199397,南風台東(2)
南風台中央(2),33.548694,130.195475,南風台中央(2)
前原インター口(1),33.544248,130.196933,前原インター口(1)
産業団地前(1),33.542126,130.198792,産業団地前(1)
天神四丁目(1),33.593371,130.401081,天神四丁目(1)
中洲(1),33.594304,130.402885,中洲(1)
博多五町(1),33.5971,130.405595,博多五町(1)
呉服町(1),33.598501,130.408994,呉服町(1)
祗園町(1),33.594752,130.413838,祗園町(1)
博多バスターミナル,33.591486,130.419726,博多バスターミナル
祗園町(2),33.594792,130.413256,祗園町(2)
呉服町(2),33.596594,130.410937,呉服町(2)
博多五町(2),33.596777,130.405846,博多五町(2)
中洲(2),33.594145,130.40328,中洲(2)
天神四丁目(2),33.593075,130.401271,天神四丁目(2)
天神三丁目,33.591423,130.396297,天神三丁目
産業団地前(2),33.542308,130.198473,産業団地前(2)
前原インター口(2),33.544509,130.19651,前原インター口(2)
南風台中央(1),33.549022,130.196534,南風台中央(1)
南風台東(1),33.550716,130.200255,南風台東(1)
篠原公園(1),33.554046,130.204797,篠原公園(1)
前原(2),33.559317,130.199653,前原(2)
筒井町(2),33.557522,130.193426,筒井町(2)
荻の浦(2),33.552982,130.189487,荻の浦(2)
神在(2),33.548345,130.182853,神在(2)
赤坂(2),33.547058,130.176372,赤坂(2)
犬石(2),33.546478,130.171181,犬石(2)
加布里東口(2),33.54659,130.16416,加布里東口(2)
伊都営業所,33.602882,130.210134,伊都営業所
扇原(1),33.611435,130.201415,扇原(1)
谷,33.613884,130.198835,谷
桜井(1),33.61997,130.193017,桜井(1)
伊牟田,33.621955,130.187079,伊牟田
赤隈(1),33.620588,130.181322,赤隈(1)
桜野小学校,33.618407,130.177979,桜野小学校
