"trans_id","lang","translation"
"佐賀駅バスセンター 2番のりば","ko","사가역버스센터 2번 승차장"
"藤木(2)","ja","藤木(2)"
"藤木(2)","ja-Hrkt","ふじのき"
"藤木(2)","en","Fujinoki"
"藤木(2)","zh-CN","藤木"
"藤木(2)","zh-TW","藤木"
"藤木(2)","ko","후지노키"
"致遠館前(2)","ja","致遠館前(2)"
"致遠館前(2)","ja-Hrkt","ちえんかんまえ"
"致遠館前(2)","en","Chienkan-mae(Chienkan-mae )"
"致遠館前(2)","zh-CN","致远馆县立中学前"
"致遠館前(2)","zh-TW","致遠館縣立中學前"
"致遠館前(2)","ko","지엔칸앞"
"佐賀北警察署前(2)","ja","佐賀北警察署前(2)"
"佐賀北警察署前(2)","ja-Hrkt","さがきたけいさつしょまえ"
"佐賀北警察署前(2)","en","sagakitakeisatsusyo-mae(Saga Kita Police Station )"
"佐賀北警察署前(2)","zh-CN","佐贺北警察署前"
"佐賀北警察署前(2)","zh-TW","佐賀北警察署前"
"佐賀北警察署前(2)","ko","사가북쪽경찰서앞"
"市文化会館東(2)","ja","市文化会館東(2)"
"市文化会館東(2)","ja-Hrkt","しぶんかかいかんひがし"
"市文化会館東(2)","en","Shibunkakaikanhigashi(City Cultural Center East)"
"市文化会館東(2)","zh-CN","市文化中心东"
"市文化会館東(2)","zh-TW","市文化中心東"
"市文化会館東(2)","ko","시문화회관동쪽"
"東高木","ja","東高木"
"東高木","ja-Hrkt","ひがしたかぎ"
"東高木","en","Higashitakagi(Higashi Takagi)"
"東高木","zh-CN","东高木"
"東高木","zh-TW","東高木"
"東高木","ko","히가시타카기"
"寄人(2)","ja","寄人(2)"
"寄人(2)","ja-Hrkt","よりゅうど"
"寄人(2)","en","Yoryudo"
"寄人(2)","zh-CN","寄人"
"寄人(2)","zh-TW","寄人"
"寄人(2)","ko","요류도"
"城北団地(2)","ja","城北団地(2)"
"城北団地(2)","ja-Hrkt","じょうほくだんち"
"城北団地(2)","en","Jyouhoku Danchi"
"城北団地(2)","zh-CN","城北住宅小区"
"城北団地(2)","zh-TW","城北住宅區"
"城北団地(2)","ko","조호쿠단지"
"二俣","ja","二俣"
"二俣","ja-Hrkt","ふたまた"
"二俣","en","Futamata"
"二俣","zh-CN","二俣"
"二俣","zh-TW","二俁"
"二俣","ko","후타마타"
"グラスコート佐賀(2)","ja","グラスコート佐賀(2)"
"グラスコート佐賀(2)","ja-Hrkt","ぐらすこーとさが"
"グラスコート佐賀(2)","en","Gurasukotosaga(Grass Court Saga)"
"グラスコート佐賀(2)","zh-CN","佐贺网球球场"
"グラスコート佐賀(2)","zh-TW","佐賀網球球場"
"グラスコート佐賀(2)","ko","잔디코트사가"
"千布南(2)","ja","千布南(2)"
"千布南(2)","ja-Hrkt","ちふみなみ"
"千布南(2)","en","Chifuminami(Chifu South)"
"千布南(2)","zh-CN","千布南"
"千布南(2)","zh-TW","千布南"
"千布南(2)","ko","지후미나미"
"東千布(2)","ja","東千布(2)"
"東千布(2)","ja-Hrkt","ひがしちふ"
"東千布(2)","en","Higashi Chifu"
"東千布(2)","zh-CN","东千布"
"東千布(2)","zh-TW","東千布"
"東千布(2)","ko","히가시치후"
"金立公民館前","ja","金立公民館前"
"金立公民館前","ja-Hrkt","きんりゅうこうみんかんまえ"
"金立公民館前","en","Kinryukominkan-mae(Kinryu Public Hall )"
"金立公民館前","zh-CN","金立社区中心前"
"金立公民館前","zh-TW","金立社區中心前"
"金立公民館前","ko","긴류공민관앞"
"東千布(1)","ja","東千布(1)"
"東千布(1)","ja-Hrkt","ひがしちふ"
"東千布(1)","en","Higashi Chifu"
"東千布(1)","zh-CN","东千布"
"東千布(1)","zh-TW","東千布"
"東千布(1)","ko","히가시치후"
"千布南(1)","ja","千布南(1)"
"千布南(1)","ja-Hrkt","ちふみなみ"
"千布南(1)","en","Chifuminami(Chifu South)"
"千布南(1)","zh-CN","千布南"
"千布南(1)","zh-TW","千布南"
"千布南(1)","ko","지후미나미"
"グラスコート佐賀(1)","ja","グラスコート佐賀(1)"
"グラスコート佐賀(1)","ja-Hrkt","ぐらすこーとさが"
"グラスコート佐賀(1)","en","Gurasukotosaga(Grass Court Saga)"
"グラスコート佐賀(1)","zh-CN","佐贺网球球场"
"グラスコート佐賀(1)","zh-TW","佐賀網球球場"
"グラスコート佐賀(1)","ko","잔디코트사가"
"城北団地(1)","ja","城北団地(1)"
"城北団地(1)","ja-Hrkt","じょうほくだんち"
"城北団地(1)","en","Jyouhoku Danchi"
"城北団地(1)","zh-CN","城北住宅小区"
"城北団地(1)","zh-TW","城北住宅區"
"城北団地(1)","ko","조호쿠단지"
"寄人(1)","ja","寄人(1)"
"寄人(1)","ja-Hrkt","よりゅうど"
"寄人(1)","en","Yoryudo"
"寄人(1)","zh-CN","寄人"
"寄人(1)","zh-TW","寄人"
"寄人(1)","ko","요류도"
"市文化会館東(1)","ja","市文化会館東(1)"
"市文化会館東(1)","ja-Hrkt","しぶんかかいかんひがし"
"市文化会館東(1)","en","Shibunkakaikanhigashi(City Cultural Center East)"
"市文化会館東(1)","zh-CN","市文化中心东"
"市文化会館東(1)","zh-TW","市文化中心東"
"市文化会館東(1)","ko","시문화회관동쪽"
"佐賀北警察署前(1)","ja","佐賀北警察署前(1)"
"佐賀北警察署前(1)","ja-Hrkt","さがきたけいさつしょまえ"
"佐賀北警察署前(1)","en","sagakitakeisatsusyo-mae(Saga Kita Police Station )"
"佐賀北警察署前(1)","zh-CN","佐贺北警察署前"
"佐賀北警察署前(1)","zh-TW","佐賀北警察署前"
"佐賀北警察署前(1)","ko","사가북쪽경찰서앞"
"致遠館前(1)","ja","致遠館前(1)"
"致遠館前(1)","ja-Hrkt","ちえんかんまえ"
"致遠館前(1)","en","Chienkan-mae(Chienkan-mae )"
"致遠館前(1)","zh-CN","致远馆县立中学前"
"致遠館前(1)","zh-TW","致遠館縣立中學前"
"致遠館前(1)","ko","지엔칸앞"
"藤木(1)","ja","藤木(1)"
"藤木(1)","ja-Hrkt","ふじのき"
"藤木(1)","en","Fujinoki"
"藤木(1)","zh-CN","藤木"
"藤木(1)","zh-TW","藤木"
"藤木(1)","ko","후지노키"
"金立ケアセンター前(2)","ja","金立ケアセンター前(2)"
"金立ケアセンター前(2)","ja-Hrkt","きんりゅうけあせんたーまえ"
"金立ケアセンター前(2)","en","Kinryukeasenta-mae(Kinryu Care Center )"
"金立ケアセンター前(2)","zh-CN","金立疗养院前"
"金立ケアセンター前(2)","zh-TW","金立療養院前"
"金立ケアセンター前(2)","ko","긴류케어센터앞"
"健康運動センター(1)","ja","健康運動センター(1)"
"健康運動センター(1)","ja-Hrkt","けんこううんどうせんたー"
"健康運動センター(1)","en","Kenkoundosenta(Saga Healthy Active Life Promote Center)"
"健康運動センター(1)","zh-CN","健身中心"
"健康運動センター(1)","zh-TW","健身中心"
"健康運動センター(1)","ko","건강운동센터"
"金立ケアセンター前(1)","ja","金立ケアセンター前(1)"
"金立ケアセンター前(1)","ja-Hrkt","きんりゅうけあせんたーまえ"
"金立ケアセンター前(1)","en","Kinryukeasenta-mae(Kinryu Care Center )"
"金立ケアセンター前(1)","zh-CN","金立疗养院前"
"金立ケアセンター前(1)","zh-TW","金立療養院前"
"金立ケアセンター前(1)","ko","긴류케어센터앞"
"与賀町西","ja","与賀町西"
"与賀町西","ja-Hrkt","よかまちにし"
"与賀町西","en","Yokamachinishi(Yokamachi West)"
"与賀町西","zh-CN","与贺町西"
"与賀町西","zh-TW","與賀町西"
"与賀町西","ko","요카마치니시"
"西田代(2)","ja","西田代(2)"
"西田代(2)","ja-Hrkt","にしたしろ"
"西田代(2)","en","Nishitashiro(Nishi Tashiro)"
"西田代(2)","zh-CN","西田代"
"西田代(2)","zh-TW","西田代"
"西田代(2)","ko","니시타시로"
"道祖元町(2)","ja","道祖元町(2)"
"道祖元町(2)","ja-Hrkt","さやのもとまち"
"道祖元町(2)","en","Sayanomotomachi(Sayano Motomachi)"
"道祖元町(2)","zh-CN","道祖元町"
"道祖元町(2)","zh-TW","道祖元町"
"道祖元町(2)","ko","사야노모토마치"
"道祖元町(1)","ja","道祖元町(1)"
"道祖元町(1)","ja-Hrkt","さやのもとまち"
"道祖元町(1)","en","Sayanomotomachi(Sayano Motomachi)"
"道祖元町(1)","zh-CN","道祖元町"
"道祖元町(1)","zh-TW","道祖元町"
"道祖元町(1)","ko","사야노모토마치"
"西田代(1)","ja","西田代(1)"
"西田代(1)","ja-Hrkt","にしたしろ"
"西田代(1)","en","Nishitashiro(Nishi Tashiro)"
"西田代(1)","zh-CN","西田代"
"西田代(1)","zh-TW","西田代"
"西田代(1)","ko","니시타시로"
"市役所南(2)","ja","市役所南(2)"
"市役所南(2)","ja-Hrkt","しやくしょみなみ"
"市役所南(2)","en","Shiyakushominami(City Hall South)"
"市役所南(2)","zh-CN","市政厅南"
"市役所南(2)","zh-TW","市公所南"
"市役所南(2)","ko","시청남쪽"
"戸上電機前(2)","ja","戸上電機前(2)"
"戸上電機前(2)","ja-Hrkt","とがみでんきまえ"
"戸上電機前(2)","en","Togamidenkimae(Togami Electric Manufacturing )"
"戸上電機前(2)","zh-CN","户上电机制作所前"
"戸上電機前(2)","zh-TW","戶上電機製作所前"
"戸上電機前(2)","ko","도가미전기앞"
"大財町(2)","ja","大財町(2)"
"大財町(2)","ja-Hrkt","おおたからまち"
"大財町(2)","en","Otakaramachi(Otakara machi)"
"大財町(2)","zh-CN","大财町"
"大財町(2)","zh-TW","大財町"
"大財町(2)","ko","오타카라마치"
"サンテ溝上病院前(2)","ja","サンテ溝上病院前(2)"
"サンテ溝上病院前(2)","ja-Hrkt","さんてみぞかみびょういんまえ"
"エスプラッツ前(2)","ja","エスプラッツ前(2)"
"エスプラッツ前(2)","ja-Hrkt","えすぷらっつまえ"
"エスプラッツ前(2)","en","Esupurattsu-mae(S-Platz)"
"エスプラッツ前(2)","zh-CN","S广场前"
"エスプラッツ前(2)","zh-TW","S廣場前"
"エスプラッツ前(2)","ko","에스플라츠앞"
"片田江(2)[片田江東]","ja","片田江(2)[片田江東]"
"片田江(2)[片田江東]","ja-Hrkt","かたたえ"
"片田江(2)[片田江東]","en","Katatae"
"片田江(2)[片田江東]","zh-CN","片田江"
"片田江(2)[片田江東]","zh-TW","片田江"
"片田江(2)[片田江東]","ko","가타타에"
"材木橋(2)","ja","材木橋(2)"
"材木橋(2)","ja-Hrkt","ざいもくばし"
"材木橋(2)","en","Zaimokubashi(Zaimoku Bridge)"
"材木橋(2)","zh-CN","材木桥"
"材木橋(2)","zh-TW","材木橋"
"材木橋(2)","ko","자이모쿠바시"
"東佐賀(2)","ja","東佐賀(2)"
"東佐賀(2)","ja-Hrkt","ひがしさが"
"東佐賀(2)","en","Higashi Saga"
"東佐賀(2)","zh-CN","东佐贺"
"東佐賀(2)","zh-TW","東佐賀"
"東佐賀(2)","ko","히가시사가"
"東田代(1)","ja","東田代(1)"
"東田代(1)","ja-Hrkt","ひがしたしろ"
"東田代(1)","en","Higashitashiro(Higashi Tashiro)"
"東田代(1)","zh-CN","东田代"
"東田代(1)","zh-TW","東田代"
"東田代(1)","ko","히가시타시로"
"今宿町(2)","ja","今宿町(2)"
"今宿町(2)","ja-Hrkt","いましゅくまち"
"今宿町(2)","en","Imashukumachi"
"今宿町(2)","zh-CN","今宿町"
"今宿町(2)","zh-TW","今宿町"
"今宿町(2)","ko","이마슈쿠마치"
"枝吉(2)","ja","枝吉(2)"
"枝吉(2)","ja-Hrkt","えだよし"
"枝吉(2)","en","Edayoshi"
"枝吉(2)","zh-CN","枝吉"
"枝吉(2)","zh-TW","枝吉"
"枝吉(2)","ko","에다요시"
"牛島下(2)","ja","牛島下(2)"
"牛島下(2)","ja-Hrkt","うしじましも"
"牛島下(2)","en","Ushijimashimo"
"牛島下(2)","zh-CN","牛岛下"
"牛島下(2)","zh-TW","牛島下"
"牛島下(2)","ko","우시지마시모"
"高尾(1)","ja","高尾(1)"
"高尾(1)","ja-Hrkt","たかお"
"高尾(1)","en","Takao"
"高尾(1)","zh-CN","高尾"
"高尾(1)","zh-TW","高尾"
"高尾(1)","ko","다카오"
"老人センター前(2)","ja","老人センター前(2)"
"老人センター前(2)","ja-Hrkt","ろうじんせんたーまえ"
"老人センター前(2)","en","Rojinsenta-mae(Rōjin Center)"
"老人センター前(2)","zh-CN","巨势敬老福利院前"
"老人センター前(2)","zh-TW","巨勢敬老福利院前"
"老人センター前(2)","ko","노인센터앞"
"巨勢公民館前(2)","ja","巨勢公民館前(2)"
"巨勢公民館前(2)","ja-Hrkt","こせこうみんかんまえ"
"巨勢公民館前(2)","en","Kosekominkan-mae(Kose Public Hall )"
"巨勢公民館前(2)","zh-CN","巨势社区中心前"
"巨勢公民館前(2)","zh-TW","巨勢社區中心前"
"巨勢公民館前(2)","ko","고세공민관앞"
"道崎(1)","ja","道崎(1)"
"道崎(1)","ja-Hrkt","みちさき"
"道崎(1)","en","Michisaki"
"道崎(1)","zh-CN","道崎"
"道崎(1)","zh-TW","道崎"
"道崎(1)","ko","미치사키"
"巨勢公民館前(1)","ja","巨勢公民館前(1)"
"巨勢公民館前(1)","ja-Hrkt","こせこうみんかんまえ"
"巨勢公民館前(1)","en","Kosekominkan-mae(Kose Public Hall )"
"巨勢公民館前(1)","zh-CN","巨势社区中心前"
"巨勢公民館前(1)","zh-TW","巨勢社區中心前"
"巨勢公民館前(1)","ko","고세공민관앞"
"老人センター前(1)","ja","老人センター前(1)"
"老人センター前(1)","ja-Hrkt","ろうじんせんたーまえ"
"老人センター前(1)","en","Rojinsenta-mae(Rōjin Center)"
"老人センター前(1)","zh-CN","巨势敬老福利院前"
"老人センター前(1)","zh-TW","巨勢敬老福利院前"
"老人センター前(1)","ko","노인센터앞"
"高尾(2)","ja","高尾(2)"
"高尾(2)","ja-Hrkt","たかお"
"高尾(2)","en","Takao"
"高尾(2)","zh-CN","高尾"
"高尾(2)","zh-TW","高尾"
"高尾(2)","ko","다카오"
"牛島下(1)","ja","牛島下(1)"
"牛島下(1)","ja-Hrkt","うしじましも"
"牛島下(1)","en","Ushijimashimo"
"牛島下(1)","zh-CN","牛岛下"
"牛島下(1)","zh-TW","牛島下"
"牛島下(1)","ko","우시지마시모"
"枝吉(1)","ja","枝吉(1)"
"枝吉(1)","ja-Hrkt","えだよし"
"枝吉(1)","en","Edayoshi"
"枝吉(1)","zh-CN","枝吉"
"枝吉(1)","zh-TW","枝吉"
"枝吉(1)","ko","에다요시"
"今宿町(1)","ja","今宿町(1)"
"今宿町(1)","ja-Hrkt","いましゅくまち"
"今宿町(1)","en","Imashukumachi"
"今宿町(1)","zh-CN","今宿町"
"今宿町(1)","zh-TW","今宿町"
"今宿町(1)","ko","이마슈쿠마치"
"東田代(2)","ja","東田代(2)"
"東田代(2)","ja-Hrkt","ひがしたしろ"
"東田代(2)","en","Higashitashiro(Higashi Tashiro)"
"東田代(2)","zh-CN","东田代"
"東田代(2)","zh-TW","東田代"
"東田代(2)","ko","히가시타시로"
"東佐賀(1)","ja","東佐賀(1)"
"東佐賀(1)","ja-Hrkt","ひがしさが"
"東佐賀(1)","en","Higashi Saga"
"東佐賀(1)","zh-CN","东佐贺"
"東佐賀(1)","zh-TW","東佐賀"
"東佐賀(1)","ko","히가시사가"
"材木橋(1)","ja","材木橋(1)"
"材木橋(1)","ja-Hrkt","ざいもくばし"
"材木橋(1)","en","Zaimokubashi(Zaimoku Bridge)"
"材木橋(1)","zh-CN","材木桥"
"材木橋(1)","zh-TW","材木橋"
"材木橋(1)","ko","자이모쿠바시"
"片田江(3)[片田江東]","ja","片田江(3)[片田江東]"
"片田江(3)[片田江東]","ja-Hrkt","かたたえ"
"片田江(3)[片田江東]","en","Katatae"
"片田江(3)[片田江東]","zh-CN","片田江"
"片田江(3)[片田江東]","zh-TW","片田江"
"片田江(3)[片田江東]","ko","가타타에"
"佐嘉神社前(1)","ja","佐嘉神社前(1)"
"佐嘉神社前(1)","ja-Hrkt","さがじんじゃまえ"
"佐嘉神社前(1)","en","Sagajinja-mae(Saga Shrine)"
"佐嘉神社前(1)","zh-CN","佐嘉神社前"
"佐嘉神社前(1)","zh-TW","佐嘉神社前"
"佐嘉神社前(1)","ko","사가신사앞"
"エスプラッツ前(1)","ja","エスプラッツ前(1)"
"エスプラッツ前(1)","ja-Hrkt","えすぷらっつまえ"
"エスプラッツ前(1)","en","Esupurattsu-mae(S-Platz)"
"エスプラッツ前(1)","zh-CN","S广场前"
"エスプラッツ前(1)","zh-TW","S廣場前"
"エスプラッツ前(1)","ko","에스플라츠앞"
"サンテ溝上病院前(1)","ja","サンテ溝上病院前(1)"
"サンテ溝上病院前(1)","ja-Hrkt","さんてみぞかみびょういんまえ"
"大財町(1)","ja","大財町(1)"
"大財町(1)","ja-Hrkt","おおたからまち"
"大財町(1)","en","Otakaramachi(Otakara machi)"
"大財町(1)","zh-CN","大财町"
"大財町(1)","zh-TW","大財町"
"大財町(1)","ko","오타카라마치"
"戸上電機前(1)","ja","戸上電機前(1)"
"戸上電機前(1)","ja-Hrkt","とがみでんきまえ"
"戸上電機前(1)","en","Togamidenkimae(Togami Electric Manufacturing )"
"戸上電機前(1)","zh-CN","户上电机制作所前"
"戸上電機前(1)","zh-TW","戶上電機製作所前"
"戸上電機前(1)","ko","도가미전기앞"
"市役所南(1)","ja","市役所南(1)"
"市役所南(1)","ja-Hrkt","しやくしょみなみ"
"市役所南(1)","en","Shiyakushominami(City Hall South)"
"市役所南(1)","zh-CN","市政厅南"
"市役所南(1)","zh-TW","市公所南"
"市役所南(1)","ko","시청남쪽"
"佐賀駅バスセンター 7番のりば","ja","佐賀駅バスセンター 7番のりば"
"佐賀駅バスセンター 7番のりば","ja-Hrkt","さがえきばすせんたー"
"佐賀駅バスセンター 7番のりば","en","Saga Station Bus Terminal Gate7"
"佐賀駅バスセンター 7番のりば","zh-CN","佐贺站巴士中心 第7站台"
"佐賀駅バスセンター 7番のりば","zh-TW","佐賀站巴士中心 第7站台"
"佐賀駅バスセンター 7番のりば","ko","사가역버스센터 7번 승차장"
"大財五丁目(2)","ja","大財五丁目(2)"
"大財五丁目(2)","ja-Hrkt","おおたからごちょうめ"
"大財五丁目(2)","en","Otakara 5-chome"
"大財五丁目(2)","zh-CN","大财5丁目"
"大財五丁目(2)","zh-TW","大財5丁目"
"大財五丁目(2)","ko","오타카라5초메"
"大財六丁目(2)","ja","大財六丁目(2)"
"大財六丁目(2)","ja-Hrkt","おおたからろくちょうめ"
"大財六丁目(2)","en","Otakara 6-chome"
"大財六丁目(2)","zh-CN","大财6丁目"
"大財六丁目(2)","zh-TW","大財6丁目"
"大財六丁目(2)","ko","오타카라6초메"
"下村河畔(2)","ja","下村河畔(2)"
"下村河畔(2)","ja-Hrkt","しもむらかはん"
"下村河畔(2)","en","Shimomurakahan"
"下村河畔(2)","zh-CN","下村河畔"
